"gender","age_range","follower_count","created_date","time_period","end_timestamp"
"F","18-24",33,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"F","25-34",140,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"F","35-44",48,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"F","45-54",13,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"F","55-64",8,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"F","65+",1,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"M","13-17",4,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"M","18-24",25,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"M","25-34",98,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"M","35-44",39,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"M","45-54",16,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"M","55-64",5,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"M","65+",1,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"U","13-17",3,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"U","18-24",53,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"U","25-34",107,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"U","35-44",34,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"U","45-54",11,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"U","55-64",1,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"U","65+",1,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
"F","13-17",1,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"F","18-24",33,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"F","25-34",142,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"F","35-44",49,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"F","45-54",14,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"F","55-64",8,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"F","65+",1,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"M","13-17",4,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"M","18-24",25,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"M","25-34",99,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"M","35-44",40,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"M","45-54",17,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"M","55-64",6,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"M","65+",1,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"U","13-17",3,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"U","18-24",53,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"U","25-34",106,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"U","35-44",35,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"U","45-54",11,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"U","55-64",1,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"U","65+",1,"2021-09-09 12:00:41.817018+00","lifetime","2021-09-08 07:00:00+00"
"F","13-17",1,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"F","18-24",34,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"F","25-34",143,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"F","35-44",49,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"F","45-54",15,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"F","55-64",8,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"F","65+",1,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"M","13-17",5,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"M","18-24",26,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"M","25-34",97,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"M","35-44",41,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"M","45-54",15,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"M","55-64",6,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"M","65+",1,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"U","13-17",3,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"U","18-24",53,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"U","25-34",109,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"U","35-44",34,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"U","45-54",11,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"U","55-64",1,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"U","65+",1,"2021-09-10 12:00:46.851253+00","lifetime","2021-09-09 07:00:00+00"
"F","13-17",1,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"F","18-24",35,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"F","25-34",141,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"F","35-44",48,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"F","45-54",13,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"F","55-64",8,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"F","65+",1,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"M","13-17",5,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"M","18-24",24,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"M","25-34",97,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"M","35-44",41,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"M","45-54",14,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"M","55-64",6,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"M","65+",1,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"U","13-17",3,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"U","18-24",54,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"U","25-34",110,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"U","35-44",34,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"U","45-54",11,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"U","55-64",1,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"U","65+",1,"2021-09-11 12:00:39.801574+00","lifetime","2021-09-10 07:00:00+00"
"F","13-17",1,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"F","18-24",34,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"F","25-34",140,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"F","35-44",49,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"F","45-54",13,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"F","55-64",8,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"F","65+",1,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"M","13-17",5,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"M","18-24",24,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"M","25-34",98,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"M","35-44",40,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"M","45-54",14,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"M","55-64",6,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"M","65+",1,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"U","13-17",3,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"U","18-24",55,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"U","25-34",109,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"U","35-44",34,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"U","45-54",11,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"U","55-64",1,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"U","65+",1,"2021-09-12 12:00:40.219414+00","lifetime","2021-09-11 07:00:00+00"
"F","13-17",1,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"F","18-24",33,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"F","25-34",140,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"F","35-44",48,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"F","45-54",15,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"F","55-64",8,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"F","65+",1,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"M","13-17",5,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"M","18-24",23,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"M","25-34",99,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"M","35-44",40,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"M","45-54",14,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"M","55-64",6,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"M","65+",1,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"U","13-17",4,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"U","18-24",55,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"U","25-34",110,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"U","35-44",34,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"U","45-54",11,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"U","55-64",2,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"U","65+",1,"2021-09-13 12:00:40.030205+00","lifetime","2021-09-12 07:00:00+00"
"F","13-17",1,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"F","18-24",33,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"F","25-34",140,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"F","35-44",48,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"F","45-54",15,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"F","55-64",8,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"F","65+",1,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"M","13-17",5,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"M","18-24",22,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"M","25-34",100,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"M","35-44",40,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"M","45-54",14,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"M","55-64",6,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"M","65+",1,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"U","13-17",5,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"U","18-24",56,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"U","25-34",111,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"U","35-44",33,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"U","45-54",11,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"U","55-64",2,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"U","65+",1,"2021-09-14 12:00:37.36649+00","lifetime","2021-09-13 07:00:00+00"
"F","13-17",1,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"F","18-24",33,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"F","25-34",140,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"F","35-44",48,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"F","45-54",15,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"F","55-64",8,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"F","65+",1,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"M","13-17",5,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"M","18-24",22,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"M","25-34",100,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"M","35-44",40,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"M","45-54",14,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"M","55-64",6,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"M","65+",1,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"U","13-17",5,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"U","18-24",56,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"U","25-34",111,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"U","35-44",33,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"U","45-54",11,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"U","55-64",2,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"U","65+",1,"2021-09-15 12:00:36.956039+00","lifetime","2021-09-14 07:00:00+00"
"F","13-17",1,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"F","18-24",36,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"F","25-34",145,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"F","35-44",48,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"F","45-54",15,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"F","55-64",8,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"F","65+",1,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"M","13-17",5,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"M","18-24",22,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"M","25-34",101,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"M","35-44",39,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"M","45-54",14,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"M","55-64",6,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"M","65+",1,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"U","13-17",4,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"U","18-24",58,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"U","25-34",113,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"U","35-44",34,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"U","45-54",11,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"U","55-64",2,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"U","65+",1,"2021-09-16 12:00:38.976251+00","lifetime","2021-09-15 07:00:00+00"
"F","13-17",1,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"F","18-24",36,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"F","25-34",146,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"F","35-44",48,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"F","45-54",16,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"F","55-64",8,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"F","65+",1,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"M","13-17",5,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"M","18-24",22,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"M","25-34",100,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"M","35-44",39,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"M","45-54",13,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"M","55-64",6,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"M","65+",1,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"U","13-17",4,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"U","18-24",59,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"U","25-34",114,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"U","35-44",34,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"U","45-54",10,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"U","55-64",2,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"U","65+",1,"2021-09-17 12:00:40.916634+00","lifetime","2021-09-16 07:00:00+00"
"F","13-17",1,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"F","18-24",36,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"F","25-34",148,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"F","35-44",48,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"F","45-54",15,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"F","55-64",8,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"F","65+",1,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"M","13-17",4,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"M","18-24",22,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"M","25-34",100,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"M","35-44",38,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"M","45-54",14,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"M","55-64",6,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"M","65+",1,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"U","13-17",5,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"U","18-24",58,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"U","25-34",113,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"U","35-44",34,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"U","45-54",10,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"U","55-64",2,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"U","65+",1,"2021-09-18 12:00:40.101322+00","lifetime","2021-09-17 07:00:00+00"
"F","13-17",1,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"F","18-24",36,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"F","25-34",147,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"F","35-44",48,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"F","45-54",16,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"F","55-64",8,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"F","65+",1,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"M","13-17",4,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"M","18-24",22,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"M","25-34",101,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"M","35-44",38,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"M","45-54",15,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"M","55-64",6,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"M","65+",1,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"U","13-17",6,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"U","18-24",60,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"U","25-34",114,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"U","35-44",34,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"U","45-54",10,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"U","55-64",2,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"U","65+",1,"2021-09-19 12:00:37.704715+00","lifetime","2021-09-18 07:00:00+00"
"F","13-17",1,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"F","18-24",36,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"F","25-34",147,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"F","35-44",48,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"F","45-54",16,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"F","55-64",8,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"F","65+",1,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"M","13-17",4,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"M","18-24",22,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"M","25-34",101,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"M","35-44",38,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"M","45-54",15,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"M","55-64",6,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"M","65+",1,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"U","13-17",6,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"U","18-24",60,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"U","25-34",114,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"U","35-44",34,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"U","45-54",10,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"U","55-64",2,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"U","65+",1,"2021-09-20 12:00:38.734005+00","lifetime","2021-09-19 07:00:00+00"
"F","13-17",1,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"F","18-24",36,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"F","25-34",150,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"F","35-44",49,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"F","45-54",16,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"F","55-64",8,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"F","65+",1,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"M","13-17",4,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"M","18-24",22,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"M","25-34",101,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"M","35-44",40,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"M","45-54",14,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
"M","55-64",6,"2021-09-21 12:00:38.757084+00","lifetime","2021-09-20 07:00:00+00"
