"country_code","follower_count","created_date","time_period","end_timestamp"
"ID",5,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"GB",137,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"CA",13,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"US",172,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"IL",2,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"AE",4,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"CH",6,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"IN",24,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"GM",4,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"ZA",2,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"IR",3,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"AL",2,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"GR",3,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"IT",13,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"MX",16,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"GT",2,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"ES",13,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"CR",3,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"AT",2,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"TH",5,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"AU",13,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"CZ",3,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"NG",6,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"PK",5,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"PL",2,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"NL",7,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"LK",3,"2021-08-30 12:00:57.203662+00","lifetime","2021-08-29 07:00:00+00"
"DE",27,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"BD",5,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"FI",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"BE",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"RU",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"PT",8,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"BG",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"JP",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"TZ",5,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"HR",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"FR",16,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"HU",1,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"BR",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"UG",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"SE",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"MA",6,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"ID",6,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"GB",136,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"CA",12,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"US",172,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"IL",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"AE",5,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"CH",6,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"IN",23,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"GM",4,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"ZA",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"IR",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"AL",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"GR",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"IT",14,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"MX",16,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"GT",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"ES",13,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"CR",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"AT",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"TH",5,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"AU",13,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"CZ",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"VN",1,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"NG",5,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"PK",5,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"PL",2,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"RO",1,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"NL",7,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"LK",3,"2021-08-31 12:00:55.248524+00","lifetime","2021-08-30 07:00:00+00"
"DE",27,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"BD",5,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"FI",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"RU",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"BE",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"PT",8,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"BG",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"JP",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"TZ",6,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"HR",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"FR",16,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"BR",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"UG",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"SE",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"MA",6,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"ID",7,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"GB",135,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"CA",12,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"US",173,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"IL",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"AE",4,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"CH",6,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"IN",23,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"GM",4,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"ZA",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"IR",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"AL",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"GR",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"IT",14,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"MX",16,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"GT",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"ES",13,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"CR",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"AT",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"TH",4,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"AU",13,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"CY",1,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"CZ",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"NG",5,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"JE",1,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"PK",5,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"PL",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"TR",2,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"NL",7,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"LK",3,"2021-09-01 12:00:58.123089+00","lifetime","2021-08-31 07:00:00+00"
"DE",28,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"BD",6,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"FI",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"HK",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"RU",3,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"BE",3,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"PT",8,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"BG",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"JP",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"TZ",6,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"HR",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"FR",18,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"BR",3,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"UG",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"SE",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"MA",6,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"ID",6,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"GB",136,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"CA",14,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"US",175,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"IL",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"AE",5,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"CH",6,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"IN",23,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"SY",1,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"GM",5,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"ZA",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"IR",3,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"AL",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"GR",3,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"IT",16,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"MX",17,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"ES",14,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"CR",4,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"AT",3,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"TH",4,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"AU",13,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"CZ",4,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"NG",5,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"PK",6,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"PL",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"RO",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"TR",2,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"NL",8,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"LK",4,"2021-09-03 12:00:40.568321+00","lifetime","2021-09-02 07:00:00+00"
"DE",28,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"BD",5,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"FI",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"HK",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"RU",3,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"BE",3,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"PT",8,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"BG",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"JP",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"TZ",6,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"HR",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"NZ",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"FR",18,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"BR",3,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"UG",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"SE",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"MA",6,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"ID",5,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"GB",137,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"CA",15,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"US",182,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"IL",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"AE",5,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"CH",6,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"IN",25,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"GM",5,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"ZA",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"IR",3,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"AL",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"GR",4,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"MX",16,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"IT",16,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"ES",14,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"CR",4,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"AT",4,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"TH",5,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"AU",13,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"CZ",4,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"NG",6,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"PK",6,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"PL",2,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"RO",3,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"TR",3,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"NL",7,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"LK",4,"2021-09-04 12:00:45.936465+00","lifetime","2021-09-03 07:00:00+00"
"DE",28,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"BD",5,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"FI",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"HK",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"RU",3,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"BE",3,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"PT",8,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"BG",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"JP",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"TZ",6,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"HR",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"NZ",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"FR",18,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"BR",3,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"UG",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"SE",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"MA",6,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"ID",5,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"GB",137,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"CA",15,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"US",182,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"IL",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"AE",5,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"CH",6,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"IN",25,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"GM",5,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"ZA",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"IR",3,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"AL",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"GR",4,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"MX",16,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"IT",16,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"ES",14,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"CR",4,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"AT",4,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"TH",5,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"AU",13,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"CZ",4,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"NG",6,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"PK",6,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"PL",2,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"RO",3,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"TR",3,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"NL",7,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"LK",4,"2021-09-05 12:00:43.954513+00","lifetime","2021-09-04 07:00:00+00"
"DE",29,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"BD",6,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"FI",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"HK",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"BE",3,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"RU",3,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"PT",9,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"BG",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"JP",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"TZ",6,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"HR",3,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"NZ",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"FR",19,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"BR",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"UG",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"SE",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"MA",6,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"ID",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"GB",134,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"CA",16,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"US",186,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"IL",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"AE",5,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"CH",6,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"IN",26,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"GM",5,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"ZA",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"IR",3,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"AL",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"GR",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"IT",16,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"MX",17,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"ES",13,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"CR",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"AT",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"TH",5,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"AU",14,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"CZ",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"NG",6,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"PK",7,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"PL",2,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"RO",3,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"TR",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"NL",7,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"LK",4,"2021-09-06 12:00:42.836214+00","lifetime","2021-09-05 07:00:00+00"
"RS",2,"2021-09-07 12:00:42.107433+00","lifetime","2021-09-06 07:00:00+00"
"DE",30,"2021-09-07 12:00:42.107433+00","lifetime","2021-09-06 07:00:00+00"
"BD",6,"2021-09-07 12:00:42.107433+00","lifetime","2021-09-06 07:00:00+00"
"FI",2,"2021-09-07 12:00:42.107433+00","lifetime","2021-09-06 07:00:00+00"
"RU",3,"2021-09-07 12:00:42.107433+00","lifetime","2021-09-06 07:00:00+00"
"BE",3,"2021-09-07 12:00:42.107433+00","lifetime","2021-09-06 07:00:00+00"
