user_account,followers_count,follows_count,media_count,created_date,followers_count_group,,,
 comp 14,3150,842,86,2021-08-23 17:00:49.162732+00,1k-5k,,,
 comp 15,8871,6783,968,2021-08-23 17:00:49.162732+00,5k-10k,,,
 comp 17,12661,828,234,2021-08-23 17:00:49.162732+00,Over 10k,,,
 comp 18,5805,1885,639,2021-08-23 17:00:49.162732+00,5k-10k,,,
nomadpursuit,802,364,62,2021-08-23 18:00:46.583744+00,Under 1k,,,
 comp 2,918,786,23,2021-08-23 18:00:46.583744+00,Under 1k,,,
 comp 3,745,455,83,2021-08-23 18:00:46.583744+00,Under 1k,,,
 comp 10,11323,4081,363,2021-08-23 18:00:46.583744+00,Over 10k,,,
 comp 14,3151,842,86,2021-08-23 18:00:46.583744+00,1k-5k,,,
 comp 15,8871,6783,968,2021-08-23 18:00:46.583744+00,5k-10k,,,
 comp 17,12664,828,234,2021-08-23 18:00:46.583744+00,Over 10k,,,
 comp 18,5807,1885,639,2021-08-23 18:00:46.583744+00,5k-10k,,,
nomadpursuit,802,364,62,2021-08-23 19:00:40.188419+00,Under 1k,,,
 comp 2,919,786,23,2021-08-23 19:00:40.188419+00,Under 1k,,,
 comp 3,746,455,83,2021-08-23 19:00:40.188419+00,Under 1k,,,
 comp 10,11323,4081,363,2021-08-23 19:00:40.188419+00,Over 10k,,,
 comp 14,3151,840,86,2021-08-23 19:00:40.188419+00,1k-5k,,,
 comp 15,8871,6783,968,2021-08-23 19:00:40.188419+00,5k-10k,,,
 comp 17,12666,828,234,2021-08-23 19:00:40.188419+00,Over 10k,,,
 comp 18,5808,1885,639,2021-08-23 19:00:40.188419+00,5k-10k,,,
nomadpursuit,802,364,62,2021-08-23 20:00:44.738667+00,Under 1k,,,
 comp 2,919,699,23,2021-08-23 20:00:44.738667+00,Under 1k,,,
 comp 3,746,455,83,2021-08-23 20:00:44.738667+00,Under 1k,,,
 comp 10,11323,4081,364,2021-08-23 20:00:44.738667+00,Over 10k,,,
 comp 14,3151,840,86,2021-08-23 20:00:44.738667+00,1k-5k,,,
 comp 15,8872,6783,968,2021-08-23 20:00:44.738667+00,5k-10k,,,
 comp 17,12672,828,234,2021-08-23 20:00:44.738667+00,Over 10k,,,
 comp 18,5805,1885,639,2021-08-23 20:00:44.738667+00,5k-10k,,,
nomadpursuit,804,364,62,2021-08-23 21:00:42.951533+00,Under 1k,,,
 comp 2,919,699,23,2021-08-23 21:00:42.951533+00,Under 1k,,,
 comp 3,747,440,83,2021-08-23 21:00:42.951533+00,Under 1k,,,
 comp 10,11323,4081,364,2021-08-23 21:00:42.951533+00,Over 10k,,,
 comp 14,3150,840,86,2021-08-23 21:00:42.951533+00,1k-5k,,,
 comp 15,8873,6783,968,2021-08-23 21:00:42.951533+00,5k-10k,,,
 comp 17,12674,828,234,2021-08-23 21:00:42.951533+00,Over 10k,,,
 comp 18,5805,1885,639,2021-08-23 21:00:42.951533+00,5k-10k,,,
nomadpursuit,802,364,62,2021-08-23 22:00:40.311379+00,Under 1k,,,
 comp 2,919,699,23,2021-08-23 22:00:40.311379+00,Under 1k,,,
 comp 3,747,440,83,2021-08-23 22:00:40.311379+00,Under 1k,,,
 comp 10,11323,4081,364,2021-08-23 22:00:40.311379+00,Over 10k,,,
 comp 14,3152,840,86,2021-08-23 22:00:40.311379+00,1k-5k,,,
 comp 15,8872,6784,968,2021-08-23 22:00:40.311379+00,5k-10k,,,
 comp 17,12677,828,234,2021-08-23 22:00:40.311379+00,Over 10k,,,
 comp 18,5802,1885,639,2021-08-23 22:00:40.311379+00,5k-10k,,,
nomadpursuit,803,364,62,2021-08-23 23:00:40.803919+00,Under 1k,,,
 comp 2,919,699,23,2021-08-23 23:00:40.803919+00,Under 1k,,,
 comp 3,747,440,83,2021-08-23 23:00:40.803919+00,Under 1k,,,
 comp 10,11323,4081,364,2021-08-23 23:00:40.803919+00,Over 10k,,,
 comp 14,3153,840,86,2021-08-23 23:00:40.803919+00,1k-5k,,,
 comp 15,8873,6784,968,2021-08-23 23:00:40.803919+00,5k-10k,,,
 comp 17,12681,828,234,2021-08-23 23:00:40.803919+00,Over 10k,,,
 comp 18,5802,1885,639,2021-08-23 23:00:40.803919+00,5k-10k,,,
nomadpursuit,801,364,62,2021-08-24 00:00:40.768842+00,Under 1k,,,
 comp 2,918,699,23,2021-08-24 00:00:40.768842+00,Under 1k,,,
 comp 3,747,440,83,2021-08-24 00:00:40.768842+00,Under 1k,,,
 comp 10,11322,4081,364,2021-08-24 00:00:40.768842+00,Over 10k,,,
 comp 14,3153,840,86,2021-08-24 00:00:40.768842+00,1k-5k,,,
 comp 15,8873,6784,968,2021-08-24 00:00:40.768842+00,5k-10k,,,
 comp 17,12685,828,234,2021-08-24 00:00:40.768842+00,Over 10k,,,
 comp 18,5802,1885,639,2021-08-24 00:00:40.768842+00,5k-10k,,,
nomadpursuit,801,364,62,2021-08-24 01:00:44.533683+00,Under 1k,,,
 comp 2,918,699,23,2021-08-24 01:00:44.533683+00,Under 1k,,,
 comp 3,746,440,83,2021-08-24 01:00:44.533683+00,Under 1k,,,
 comp 10,11322,4081,364,2021-08-24 01:00:44.533683+00,Over 10k,,,
 comp 14,3153,842,86,2021-08-24 01:00:44.533683+00,1k-5k,,,
 comp 15,8872,6784,968,2021-08-24 01:00:44.533683+00,5k-10k,,,
 comp 17,12685,828,234,2021-08-24 01:00:44.533683+00,Over 10k,,,
 comp 18,5802,1885,639,2021-08-24 01:00:44.533683+00,5k-10k,,,
nomadpursuit,801,364,63,2021-08-24 02:00:44.005464+00,Under 1k,,,
 comp 2,918,699,23,2021-08-24 02:00:44.005464+00,Under 1k,,,
 comp 3,747,440,83,2021-08-24 02:00:44.005464+00,Under 1k,,,
 comp 10,11322,4081,364,2021-08-24 02:00:44.005464+00,Over 10k,,,
 comp 14,3153,840,86,2021-08-24 02:00:44.005464+00,1k-5k,,,
 comp 15,8873,6784,968,2021-08-24 02:00:44.005464+00,5k-10k,,,
 comp 17,12686,828,234,2021-08-24 02:00:44.005464+00,Over 10k,,,
 comp 18,5803,1885,639,2021-08-24 02:00:44.005464+00,5k-10k,,,
nomadpursuit,803,364,63,2021-08-24 03:00:45.240977+00,Under 1k,,,
 comp 2,918,699,23,2021-08-24 03:00:45.240977+00,Under 1k,,,
 comp 3,747,440,83,2021-08-24 03:00:45.240977+00,Under 1k,,,
 comp 10,11322,4081,364,2021-08-24 03:00:45.240977+00,Over 10k,,,
 comp 14,3152,840,86,2021-08-24 03:00:45.240977+00,1k-5k,,,
 comp 15,8873,6784,968,2021-08-24 03:00:45.240977+00,5k-10k,,,
 comp 17,12690,828,234,2021-08-24 03:00:45.240977+00,Over 10k,,,
 comp 18,5803,1885,639,2021-08-24 03:00:45.240977+00,5k-10k,,,
nomadpursuit,805,364,63,2021-08-24 04:00:39.839802+00,Under 1k,,,
 comp 2,918,699,23,2021-08-24 04:00:39.839802+00,Under 1k,,,
 comp 3,746,440,83,2021-08-24 04:00:39.839802+00,Under 1k,,,
 comp 10,11322,4081,364,2021-08-24 04:00:39.839802+00,Over 10k,,,
 comp 14,3153,840,86,2021-08-24 04:00:39.839802+00,1k-5k,,,
 comp 15,8874,6784,968,2021-08-24 04:00:39.839802+00,5k-10k,,,
 comp 17,12692,828,234,2021-08-24 04:00:39.839802+00,Over 10k,,,
 comp 18,5804,1885,639,2021-08-24 04:00:39.839802+00,5k-10k,,,
nomadpursuit,805,364,63,2021-08-24 05:00:43.709986+00,Under 1k,,,
 comp 2,917,699,23,2021-08-24 05:00:43.709986+00,Under 1k,,,
 comp 3,746,440,83,2021-08-24 05:00:43.709986+00,Under 1k,,,
 comp 10,11323,4081,364,2021-08-24 05:00:43.709986+00,Over 10k,,,
 comp 14,3153,840,86,2021-08-24 05:00:43.709986+00,1k-5k,,,
 comp 15,8874,6784,968,2021-08-24 05:00:43.709986+00,5k-10k,,,
 comp 17,12698,828,234,2021-08-24 05:00:43.709986+00,Over 10k,,,
 comp 18,5803,1885,639,2021-08-24 05:00:43.709986+00,5k-10k,,,
nomadpursuit,803,364,63,2021-08-24 06:00:42.953608+00,Under 1k,,,
 comp 2,917,699,23,2021-08-24 06:00:42.953608+00,Under 1k,,,
 comp 3,746,440,83,2021-08-24 06:00:42.953608+00,Under 1k,,,
 comp 10,11322,4082,364,2021-08-24 06:00:42.953608+00,Over 10k,,,
 comp 14,3152,842,86,2021-08-24 06:00:42.953608+00,1k-5k,,,
 comp 15,8875,6785,968,2021-08-24 06:00:42.953608+00,5k-10k,,,
 comp 17,12704,828,234,2021-08-24 06:00:42.953608+00,Over 10k,,,
 comp 18,5804,1885,639,2021-08-24 06:00:42.953608+00,5k-10k,,,
nomadpursuit,803,364,63,2021-08-24 07:00:45.648998+00,Under 1k,,,
 comp 2,918,772,23,2021-08-24 07:00:45.648998+00,Under 1k,,,
 comp 3,746,440,83,2021-08-24 07:00:45.648998+00,Under 1k,,,
 comp 10,11322,4082,364,2021-08-24 07:00:45.648998+00,Over 10k,,,
 comp 14,3153,842,86,2021-08-24 07:00:45.648998+00,1k-5k,,,
 comp 15,8877,6788,968,2021-08-24 07:00:45.648998+00,5k-10k,,,
 comp 17,12707,828,234,2021-08-24 07:00:45.648998+00,Over 10k,,,
 comp 18,5805,1885,639,2021-08-24 07:00:45.648998+00,5k-10k,,,
nomadpursuit,801,364,63,2021-08-24 08:00:42.123395+00,Under 1k,,,
 comp 2,920,773,23,2021-08-24 08:00:42.123395+00,Under 1k,,,
 comp 3,745,441,83,2021-08-24 08:00:42.123395+00,Under 1k,,,
 comp 10,11320,4083,364,2021-08-24 08:00:42.123395+00,Over 10k,,,
 comp 14,3152,842,86,2021-08-24 08:00:42.123395+00,1k-5k,,,
 comp 15,8877,6788,968,2021-08-24 08:00:42.123395+00,5k-10k,,,
 comp 17,12710,828,234,2021-08-24 08:00:42.123395+00,Over 10k,,,
 comp 18,5806,1884,639,2021-08-24 08:00:42.123395+00,5k-10k,,,
nomadpursuit,801,364,63,2021-08-24 09:00:43.555799+00,Under 1k,,,
 comp 2,921,773,23,2021-08-24 09:00:43.555799+00,Under 1k,,,
 comp 3,745,441,83,2021-08-24 09:00:43.555799+00,Under 1k,,,
 comp 10,11321,4083,364,2021-08-24 09:00:43.555799+00,Over 10k,,,
 comp 14,3152,842,86,2021-08-24 09:00:43.555799+00,1k-5k,,,
 comp 15,8878,6788,968,2021-08-24 09:00:43.555799+00,5k-10k,,,
 comp 17,12711,828,234,2021-08-24 09:00:43.555799+00,Over 10k,,,
 comp 18,5806,1884,639,2021-08-24 09:00:43.555799+00,5k-10k,,,
nomadpursuit,804,364,63,2021-08-24 10:00:44.734713+00,Under 1k,,,
 comp 2,920,774,23,2021-08-24 10:00:44.734713+00,Under 1k,,,
 comp 3,744,441,83,2021-08-24 10:00:44.734713+00,Under 1k,,,
 comp 10,11322,4083,364,2021-08-24 10:00:44.734713+00,Over 10k,,,
 comp 14,3154,840,86,2021-08-24 10:00:44.734713+00,1k-5k,,,
 comp 15,8878,6788,968,2021-08-24 10:00:44.734713+00,5k-10k,,,
 comp 17,12716,828,234,2021-08-24 10:00:44.734713+00,Over 10k,,,
 comp 18,5806,1884,639,2021-08-24 10:00:44.734713+00,5k-10k,,,
nomadpursuit,803,364,63,2021-08-24 11:00:52.816032+00,Under 1k,,,
 comp 2,920,776,23,2021-08-24 11:00:52.816032+00,Under 1k,,,
 comp 3,743,441,83,2021-08-24 11:00:52.816032+00,Under 1k,,,
 comp 10,11322,4083,364,2021-08-24 11:00:52.816032+00,Over 10k,,,
 comp 14,3156,842,86,2021-08-24 11:00:52.816032+00,1k-5k,,,
 comp 15,8879,6788,968,2021-08-24 11:00:52.816032+00,5k-10k,,,
 comp 17,12719,828,234,2021-08-24 11:00:52.816032+00,Over 10k,,,
 comp 18,5805,1884,639,2021-08-24 11:00:52.816032+00,5k-10k,,,
nomadpursuit,803,364,63,2021-08-24 12:00:48.376789+00,Under 1k,,,
 comp 2,921,776,23,2021-08-24 12:00:48.376789+00,Under 1k,,,
 comp 3,743,441,83,2021-08-24 12:00:48.376789+00,Under 1k,,,
 comp 10,11322,4083,364,2021-08-24 12:00:48.376789+00,Over 10k,,,
 comp 14,3155,842,86,2021-08-24 12:00:48.376789+00,1k-5k,,,
 comp 15,8878,6788,968,2021-08-24 12:00:48.376789+00,5k-10k,,,
 comp 17,12725,828,234,2021-08-24 12:00:48.376789+00,Over 10k,,,
 comp 18,5808,1881,639,2021-08-24 12:00:48.376789+00,5k-10k,,,
nomadpursuit,803,364,63,2021-08-24 13:00:43.796387+00,Under 1k,,,
 comp 2,921,776,23,2021-08-24 13:00:43.796387+00,Under 1k,,,
 comp 3,744,442,83,2021-08-24 13:00:43.796387+00,Under 1k,,,
 comp 10,11322,4083,364,2021-08-24 13:00:43.796387+00,Over 10k,,,
 comp 14,3156,842,86,2021-08-24 13:00:43.796387+00,1k-5k,,,
 comp 15,8879,6788,968,2021-08-24 13:00:43.796387+00,5k-10k,,,
 comp 17,12726,828,234,2021-08-24 13:00:43.796387+00,Over 10k,,,
 comp 18,5810,1880,639,2021-08-24 13:00:43.796387+00,5k-10k,,,
nomadpursuit,803,364,63,2021-08-24 14:00:43.230891+00,Under 1k,,,
 comp 2,921,777,23,2021-08-24 14:00:43.230891+00,Under 1k,,,
 comp 3,746,445,83,2021-08-24 14:00:43.230891+00,Under 1k,,,
 comp 10,11323,4083,364,2021-08-24 14:00:43.230891+00,Over 10k,,,
 comp 14,3156,842,86,2021-08-24 14:00:43.230891+00,1k-5k,,,
 comp 15,8880,6790,968,2021-08-24 14:00:43.230891+00,5k-10k,,,
 comp 17,12732,828,234,2021-08-24 14:00:43.230891+00,Over 10k,,,
 comp 18,5813,1880,639,2021-08-24 14:00:43.230891+00,5k-10k,,,
nomadpursuit,806,364,63,2021-08-24 15:00:45.381311+00,Under 1k,,,
 comp 2,924,830,23,2021-08-24 15:00:45.381311+00,Under 1k,,,
 comp 3,748,446,83,2021-08-24 15:00:45.381311+00,Under 1k,,,
 comp 10,11323,4107,364,2021-08-24 15:00:45.381311+00,Over 10k,,,
 comp 14,3156,842,86,2021-08-24 15:00:45.381311+00,1k-5k,,,
 comp 15,8879,6791,968,2021-08-24 15:00:45.381311+00,5k-10k,,,
 comp 17,12732,828,234,2021-08-24 15:00:45.381311+00,Over 10k,,,
 comp 18,5813,1880,639,2021-08-24 15:00:45.381311+00,5k-10k,,,
nomadpursuit,806,364,63,2021-08-24 16:00:41.388767+00,Under 1k,,,
 comp 2,924,830,24,2021-08-24 16:00:41.388767+00,Under 1k,,,
 comp 3,750,447,83,2021-08-24 16:00:41.388767+00,Under 1k,,,
 comp 10,11325,4107,364,2021-08-24 16:00:41.388767+00,Over 10k,,,
 comp 14,3156,842,86,2021-08-24 16:00:41.388767+00,1k-5k,,,
 comp 15,8883,6790,968,2021-08-24 16:00:41.388767+00,5k-10k,,,
 comp 17,12735,828,234,2021-08-24 16:00:41.388767+00,Over 10k,,,
 comp 18,5815,1880,639,2021-08-24 16:00:41.388767+00,5k-10k,,,
nomadpursuit,808,364,63,2021-08-24 17:00:48.512664+00,Under 1k,,,
 comp 2,924,830,24,2021-08-24 17:00:48.512664+00,Under 1k,,,
 comp 3,751,447,83,2021-08-24 17:00:48.512664+00,Under 1k,,,
 comp 10,11328,4107,365,2021-08-24 17:00:48.512664+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-24 17:00:48.512664+00,1k-5k,,,
 comp 15,8884,6790,968,2021-08-24 17:00:48.512664+00,5k-10k,,,
 comp 17,12738,828,234,2021-08-24 17:00:48.512664+00,Over 10k,,,
 comp 18,5815,1880,639,2021-08-24 17:00:48.512664+00,5k-10k,,,
nomadpursuit,807,364,63,2021-08-24 18:00:43.860662+00,Under 1k,,,
 comp 2,925,830,24,2021-08-24 18:00:43.860662+00,Under 1k,,,
 comp 3,751,447,83,2021-08-24 18:00:43.860662+00,Under 1k,,,
 comp 10,11329,4107,365,2021-08-24 18:00:43.860662+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-24 18:00:43.860662+00,1k-5k,,,
 comp 15,8885,6792,968,2021-08-24 18:00:43.860662+00,5k-10k,,,
 comp 17,12740,828,234,2021-08-24 18:00:43.860662+00,Over 10k,,,
 comp 18,5815,1880,639,2021-08-24 18:00:43.860662+00,5k-10k,,,
nomadpursuit,807,364,63,2021-08-24 19:00:42.15943+00,Under 1k,,,
 comp 2,930,869,24,2021-08-24 19:00:42.15943+00,Under 1k,,,
 comp 3,751,447,83,2021-08-24 19:00:42.15943+00,Under 1k,,,
 comp 10,11329,4107,365,2021-08-24 19:00:42.15943+00,Over 10k,,,
 comp 14,3159,842,86,2021-08-24 19:00:42.15943+00,1k-5k,,,
 comp 15,8885,6793,968,2021-08-24 19:00:42.15943+00,5k-10k,,,
 comp 17,12747,828,234,2021-08-24 19:00:42.15943+00,Over 10k,,,
 comp 18,5814,1868,639,2021-08-24 19:00:42.15943+00,5k-10k,,,
nomadpursuit,808,364,63,2021-08-24 20:00:43.400975+00,Under 1k,,,
 comp 2,933,870,24,2021-08-24 20:00:43.400975+00,Under 1k,,,
 comp 3,751,447,84,2021-08-24 20:00:43.400975+00,Under 1k,,,
 comp 10,11327,4107,365,2021-08-24 20:00:43.400975+00,Over 10k,,,
 comp 14,3159,842,86,2021-08-24 20:00:43.400975+00,1k-5k,,,
 comp 15,8886,6793,968,2021-08-24 20:00:43.400975+00,5k-10k,,,
 comp 17,12749,828,234,2021-08-24 20:00:43.400975+00,Over 10k,,,
 comp 18,5815,1868,639,2021-08-24 20:00:43.400975+00,5k-10k,,,
nomadpursuit,811,364,63,2021-08-24 21:00:42.694833+00,Under 1k,,,
 comp 2,935,872,24,2021-08-24 21:00:42.694833+00,Under 1k,,,
 comp 3,753,447,84,2021-08-24 21:00:42.694833+00,Under 1k,,,
 comp 10,11325,4107,365,2021-08-24 21:00:42.694833+00,Over 10k,,,
 comp 14,3159,842,86,2021-08-24 21:00:42.694833+00,1k-5k,,,
 comp 15,8885,6792,968,2021-08-24 21:00:42.694833+00,5k-10k,,,
 comp 17,12755,828,234,2021-08-24 21:00:42.694833+00,Over 10k,,,
 comp 18,5816,1868,639,2021-08-24 21:00:42.694833+00,5k-10k,,,
nomadpursuit,812,368,63,2021-08-24 22:00:42.349426+00,Under 1k,,,
 comp 2,937,872,24,2021-08-24 22:00:42.349426+00,Under 1k,,,
 comp 3,753,447,84,2021-08-24 22:00:42.349426+00,Under 1k,,,
 comp 10,11325,4107,365,2021-08-24 22:00:42.349426+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-24 22:00:42.349426+00,1k-5k,,,
 comp 15,8886,6793,968,2021-08-24 22:00:42.349426+00,5k-10k,,,
 comp 17,12759,828,234,2021-08-24 22:00:42.349426+00,Over 10k,,,
 comp 18,5816,1868,639,2021-08-24 22:00:42.349426+00,5k-10k,,,
nomadpursuit,812,368,63,2021-08-24 23:00:42.228056+00,Under 1k,,,
 comp 2,940,872,24,2021-08-24 23:00:42.228056+00,Under 1k,,,
 comp 3,753,447,84,2021-08-24 23:00:42.228056+00,Under 1k,,,
 comp 10,11325,4107,365,2021-08-24 23:00:42.228056+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-24 23:00:42.228056+00,1k-5k,,,
 comp 15,8884,6793,968,2021-08-24 23:00:42.228056+00,5k-10k,,,
 comp 17,12763,828,234,2021-08-24 23:00:42.228056+00,Over 10k,,,
 comp 18,5817,1868,639,2021-08-24 23:00:42.228056+00,5k-10k,,,
nomadpursuit,813,368,63,2021-08-25 00:00:44.059082+00,Under 1k,,,
 comp 2,940,872,24,2021-08-25 00:00:44.059082+00,Under 1k,,,
 comp 3,753,447,84,2021-08-25 00:00:44.059082+00,Under 1k,,,
 comp 10,11324,4107,365,2021-08-25 00:00:44.059082+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-25 00:00:44.059082+00,1k-5k,,,
 comp 15,8886,6794,968,2021-08-25 00:00:44.059082+00,5k-10k,,,
 comp 17,12766,828,234,2021-08-25 00:00:44.059082+00,Over 10k,,,
 comp 18,5818,1868,639,2021-08-25 00:00:44.059082+00,5k-10k,,,
nomadpursuit,813,368,63,2021-08-25 01:00:41.142836+00,Under 1k,,,
 comp 2,941,872,24,2021-08-25 01:00:41.142836+00,Under 1k,,,
 comp 3,753,447,84,2021-08-25 01:00:41.142836+00,Under 1k,,,
 comp 10,11324,4107,365,2021-08-25 01:00:41.142836+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-25 01:00:41.142836+00,1k-5k,,,
 comp 15,8889,6795,968,2021-08-25 01:00:41.142836+00,5k-10k,,,
 comp 17,12770,828,234,2021-08-25 01:00:41.142836+00,Over 10k,,,
 comp 18,5819,1868,639,2021-08-25 01:00:41.142836+00,5k-10k,,,
nomadpursuit,813,368,63,2021-08-25 02:00:41.488344+00,Under 1k,,,
 comp 2,941,872,24,2021-08-25 02:00:41.488344+00,Under 1k,,,
 comp 3,751,447,84,2021-08-25 02:00:41.488344+00,Under 1k,,,
 comp 10,11326,4106,365,2021-08-25 02:00:41.488344+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-25 02:00:41.488344+00,1k-5k,,,
 comp 15,8888,6795,968,2021-08-25 02:00:41.488344+00,5k-10k,,,
 comp 17,12776,828,234,2021-08-25 02:00:41.488344+00,Over 10k,,,
 comp 18,5820,1868,639,2021-08-25 02:00:41.488344+00,5k-10k,,,
nomadpursuit,814,368,63,2021-08-25 03:00:39.602991+00,Under 1k,,,
 comp 2,941,872,24,2021-08-25 03:00:39.602991+00,Under 1k,,,
 comp 3,751,447,84,2021-08-25 03:00:39.602991+00,Under 1k,,,
 comp 10,11326,4106,365,2021-08-25 03:00:39.602991+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-25 03:00:39.602991+00,1k-5k,,,
 comp 15,8886,6795,968,2021-08-25 03:00:39.602991+00,5k-10k,,,
 comp 17,12783,828,234,2021-08-25 03:00:39.602991+00,Over 10k,,,
 comp 18,5820,1868,639,2021-08-25 03:00:39.602991+00,5k-10k,,,
nomadpursuit,815,368,63,2021-08-25 04:00:41.206388+00,Under 1k,,,
 comp 2,941,872,24,2021-08-25 04:00:41.206388+00,Under 1k,,,
 comp 3,751,447,84,2021-08-25 04:00:41.206388+00,Under 1k,,,
 comp 10,11326,4106,365,2021-08-25 04:00:41.206388+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-25 04:00:41.206388+00,1k-5k,,,
 comp 15,8886,6795,968,2021-08-25 04:00:41.206388+00,5k-10k,,,
 comp 17,12785,828,234,2021-08-25 04:00:41.206388+00,Over 10k,,,
 comp 18,5820,1868,639,2021-08-25 04:00:41.206388+00,5k-10k,,,
nomadpursuit,814,368,63,2021-08-25 05:00:40.064022+00,Under 1k,,,
 comp 2,943,872,24,2021-08-25 05:00:40.064022+00,Under 1k,,,
 comp 3,751,447,84,2021-08-25 05:00:40.064022+00,Under 1k,,,
 comp 10,11325,4106,365,2021-08-25 05:00:40.064022+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-25 05:00:40.064022+00,1k-5k,,,
 comp 15,8885,6795,968,2021-08-25 05:00:40.064022+00,5k-10k,,,
 comp 17,12788,828,234,2021-08-25 05:00:40.064022+00,Over 10k,,,
 comp 18,5820,1868,639,2021-08-25 05:00:40.064022+00,5k-10k,,,
nomadpursuit,815,368,63,2021-08-25 06:00:40.290574+00,Under 1k,,,
 comp 2,943,873,24,2021-08-25 06:00:40.290574+00,Under 1k,,,
 comp 3,751,447,84,2021-08-25 06:00:40.290574+00,Under 1k,,,
 comp 10,11325,4106,365,2021-08-25 06:00:40.290574+00,Over 10k,,,
 comp 14,3158,842,86,2021-08-25 06:00:40.290574+00,1k-5k,,,
 comp 15,8884,6795,968,2021-08-25 06:00:40.290574+00,5k-10k,,,
 comp 17,12794,828,234,2021-08-25 06:00:40.290574+00,Over 10k,,,
 comp 18,5820,1868,639,2021-08-25 06:00:40.290574+00,5k-10k,,,
nomadpursuit,815,368,63,2021-08-25 07:00:42.329147+00,Under 1k,,,
 comp 2,940,873,24,2021-08-25 07:00:42.329147+00,Under 1k,,,
 comp 3,751,446,84,2021-08-25 07:00:42.329147+00,Under 1k,,,
 comp 10,11324,4107,365,2021-08-25 07:00:42.329147+00,Over 10k,,,
 comp 14,3158,841,86,2021-08-25 07:00:42.329147+00,1k-5k,,,
 comp 15,8882,6795,968,2021-08-25 07:00:42.329147+00,5k-10k,,,
 comp 17,12796,828,234,2021-08-25 07:00:42.329147+00,Over 10k,,,
 comp 18,5820,1868,639,2021-08-25 07:00:42.329147+00,5k-10k,,,
nomadpursuit,815,368,63,2021-08-25 08:00:38.344821+00,Under 1k,,,
 comp 2,938,814,24,2021-08-25 08:00:38.344821+00,Under 1k,,,
 comp 3,750,446,84,2021-08-25 08:00:38.344821+00,Under 1k,,,
 comp 10,11328,4106,365,2021-08-25 08:00:38.344821+00,Over 10k,,,
 comp 14,3160,841,86,2021-08-25 08:00:38.344821+00,1k-5k,,,
 comp 15,8882,6795,968,2021-08-25 08:00:38.344821+00,5k-10k,,,
 comp 17,12796,828,234,2021-08-25 08:00:38.344821+00,Over 10k,,,
 comp 18,5819,1868,639,2021-08-25 08:00:38.344821+00,5k-10k,,,
nomadpursuit,814,368,63,2021-08-25 09:00:39.974822+00,Under 1k,,,
 comp 2,938,814,24,2021-08-25 09:00:39.974822+00,Under 1k,,,
 comp 3,749,446,84,2021-08-25 09:00:39.974822+00,Under 1k,,,
 comp 10,11329,4106,365,2021-08-25 09:00:39.974822+00,Over 10k,,,
 comp 14,3159,841,86,2021-08-25 09:00:39.974822+00,1k-5k,,,
 comp 15,8884,6795,968,2021-08-25 09:00:39.974822+00,5k-10k,,,
 comp 17,12797,828,234,2021-08-25 09:00:39.974822+00,Over 10k,,,
 comp 18,5819,1864,639,2021-08-25 09:00:39.974822+00,5k-10k,,,
nomadpursuit,814,368,63,2021-08-25 10:00:40.977142+00,Under 1k,,,
 comp 2,938,814,24,2021-08-25 10:00:40.977142+00,Under 1k,,,
 comp 3,748,447,84,2021-08-25 10:00:40.977142+00,Under 1k,,,
 comp 10,11325,4106,365,2021-08-25 10:00:40.977142+00,Over 10k,,,
 comp 14,3160,843,86,2021-08-25 10:00:40.977142+00,1k-5k,,,
 comp 15,8885,6795,968,2021-08-25 10:00:40.977142+00,5k-10k,,,
 comp 17,12802,828,234,2021-08-25 10:00:40.977142+00,Over 10k,,,
 comp 18,5820,1852,639,2021-08-25 10:00:40.977142+00,5k-10k,,,
nomadpursuit,814,368,63,2021-08-25 11:00:39.559648+00,Under 1k,,,
 comp 2,940,814,24,2021-08-25 11:00:39.559648+00,Under 1k,,,
 comp 3,749,447,84,2021-08-25 11:00:39.559648+00,Under 1k,,,
 comp 10,11327,4106,365,2021-08-25 11:00:39.559648+00,Over 10k,,,
 comp 14,3160,841,86,2021-08-25 11:00:39.559648+00,1k-5k,,,
 comp 15,8886,6795,968,2021-08-25 11:00:39.559648+00,5k-10k,,,
 comp 17,12804,829,234,2021-08-25 11:00:39.559648+00,Over 10k,,,
 comp 18,5820,1852,639,2021-08-25 11:00:39.559648+00,5k-10k,,,
nomadpursuit,815,368,63,2021-08-25 12:00:42.755714+00,Under 1k,,,
 comp 2,940,814,24,2021-08-25 12:00:42.755714+00,Under 1k,,,
 comp 3,747,447,84,2021-08-25 12:00:42.755714+00,Under 1k,,,
 comp 10,11328,4106,365,2021-08-25 12:00:42.755714+00,Over 10k,,,
 comp 14,3160,841,86,2021-08-25 12:00:42.755714+00,1k-5k,,,
 comp 15,8889,6795,968,2021-08-25 12:00:42.755714+00,5k-10k,,,
 comp 17,12808,819,234,2021-08-25 12:00:42.755714+00,Over 10k,,,
